CD_MUN,NM_MUN,SIGLA_UF,hi_max_c,hi_mean_c,month,precip_sum_mm,rh_mean_pct,tmax_c,tmean_c,tmin_c,year,ym,LOCATION
5008008,Terenos,MS,37.51576788,27.1609919,1,2200.222309,79.10405123,33.29381358,26.10701962,21.12647925,2001,2001-01,PLANALTO
5003488,Dois Irmãos do Buriti,MS,37.97417359,27.07286338,1,2223.426688,82.12731658,32.93882306,26.02324336,20.78492882,2001,2001-01,PLANALTO
5003108,Corguinho,MS,36.6244774,26.68577581,1,2264.546552,80.66846459,32.74464494,25.83094216,20.92709704,2001,2001-01,PLANALTO
5007307,Rio Negro,MS,36.2233932,26.60494947,1,2054.873769,80.77903601,32.36263268,25.74756374,20.90285474,2001,2001-01,PLANALTO
5007695,São Gabriel do Oeste,MS,34.82867231,25.42363118,1,2100.158364,80.00091694,31.57648705,25.12124108,20.32666479,2001,2001-01,PLANALTO
5001508,Bandeirantes,MS,35.03220386,25.47015867,1,2123.969023,79.91368243,32.27427848,25.12631991,20.40516321,2001,2001-01,PLANALTO
5007901,Sidrolândia,MS,36.56269793,26.1398895,1,2176.633898,80.66630839,32.3264758,25.54924645,20.33389547,2001,2001-01,PLANALTO
5007109,Ribas do Rio Pardo,MS,,,1,,,,,,2001,2001-01,PLANALTO
5002605,Camapuã,MS,35.24838902,25.89690887,1,1708.456362,77.91892481,32.61459707,25.48430855,20.49265126,2001,2001-01,PLANALTO
5004908,Jaraguari,MS,35.41206602,25.83743927,1,2026.458521,78.51419365,32.36820915,25.34948258,20.52602362,2001,2001-01,PLANALTO
5007505,Rochedo,MS,36.98778187,27.18959759,1,1828.387191,77.33126615,33.4452082,26.16244789,21.25039691,2001,2001-01,PLANALTO
5002704,Campo Grande,MS,36.28222828,26.286885,1,2249.131205,79.08582613,32.57505033,25.59536667,20.89618184,2001,2001-01,PLANALTO
5007406,Rio Verde de Mato Grosso,MS,37.26689999,27.80643746,1,1840.445,79.42123066,32.77184533,26.37394192,21.47536044,2001,2001-01,PLANÍCIE
5007935,Sonora,MS,34.51161947,25.73255084,1,1927.637765,80.19877893,31.18409293,25.1743936,20.37981591,2001,2001-01,PLANÍCIE
5003306,Coxim,MS,37.07854354,27.71468714,1,1910.320896,79.3731389,32.76000363,26.36618023,21.55165245,2001,2001-01,PLANÍCIE
5003256,Costa Rica,MS,32.26155013,23.66787305,1,1686.540533,79.63488756,30.59701033,23.92248824,18.75215346,2001,2001-01,PLANALTO
5003900,Figueirão,MS,35.99367628,26.32797578,1,1755.001304,77.87778367,32.23046209,25.69909547,20.65848604,2001,2001-01,PLANALTO
5006408,Pedro Gomes,MS,36.19509162,26.71952705,1,1756.311791,79.61559205,32.30043303,25.84289851,20.79269266,2001,2001-01,PLANALTO
5000252,Alcinópolis,MS,35.32666594,26.01190927,1,1530.27448,78.62993682,32.20885348,25.48942584,20.18698028,2001,2001-01,PLANALTO
5005400,Maracaju,MS,35.29204271,25.53243274,1,2394.04956,81.14114882,31.38010197,25.14841269,20.22051232,2001,2001-01,PLANALTO
5006606,Ponta Porã,MS,35.12296256,24.92302861,1,2110.411499,81.6100476,31.00253753,24.78197555,18.84968678,2001,2001-01,PLANALTO
5000906,Antônio João,MS,37.06459857,26.32861897,1,1684.984744,79.93031271,32.24303293,25.60690157,18.35831379,2001,2001-01,PLANALTO
5003207,Corumbá,MS,39.19777746,29.88115798,1,1640.380424,78.82977977,34.11985523,27.41106659,22.07775691,2001,2001-01,PLANÍCIE
5005202,Ladário,MS,37.62233905,28.7597653,1,1699.121805,79.86295321,34.10346126,26.88628928,21.93245015,2001,2001-01,PLANÍCIE
5006903,Porto Murtinho,MS,39.22332998,29.47702084,1,1984.244376,76.54229703,34.3313315,27.31131585,19.77146068,2001,2001-01,PLANÍCIE
5002803,Caracol,MS,38.90156543,28.76626911,1,2068.835357,76.03472683,33.88034464,26.99118223,17.93656708,2001,2001-01,PLANALTO
5002209,Bonito,MS,36.78290923,26.46184864,1,2537.195029,82.81391126,32.63867501,25.67745371,19.95732226,2001,2001-01,PLANALTO
5005806,Nioaque,MS,37.58597088,27.49210888,1,2112.3136,81.0005749,32.85181131,26.24644726,20.9133334,2001,2001-01,PLANALTO
5005004,Jardim,MS,37.33259543,26.90810291,1,2110.98188,80.3620363,32.66948034,25.94404344,19.46447474,2001,2001-01,PLANALTO
5004106,Guia Lopes da Laguna,MS,37.42490424,26.96300194,1,2312.010413,80.24643436,32.56146672,26.00561287,20.51174315,2001,2001-01,PLANALTO
5002100,Bela Vista,MS,38.31948043,28.03708721,1,1825.64801,77.81705719,33.50503159,26.56556323,18.40908529,2001,2001-01,PLANALTO
5001102,Aquidauana,MS,39.0303226,29.26180279,1,1958.28068,79.95016243,33.45824411,27.07691754,21.88999174,2001,2001-01,PLANÍCIE
5005608,Miranda,MS,38.48114552,28.47929307,1,2206.739288,82.97300236,33.59338901,26.66859981,21.39102731,2001,2001-01,PLANÍCIE
5000708,Anastácio,MS,38.0448542,27.99131299,1,1927.922942,81.2304438,32.98804854,26.46378543,20.94080624,2001,2001-01,PLANALTO
5002159,Bodoquena,MS,37.09173057,26.65650615,1,2498.588904,84.3651296,33.24255087,25.81995213,20.38056465,2001,2001-01,PLANÍCIE
5106505,Poconé,MT,38.8714383,28.7728549,1,2245.559214,82.17523393,33.27357409,26.77706216,21.97211327,2001,2001-01,PLANÍCIE
5106109,Nossa Senhora do Livramento,MT,37.44012673,27.63905521,1,2142.115777,80.94301862,32.63393387,26.25636692,21.89812683,2001,2001-01,PLANÍCIE
5101605,Barão de Melgaço,MT,38.86601617,28.93635953,1,2073.777345,81.40031298,33.27914478,26.86121731,21.94521805,2001,2001-01,PLANÍCIE
5103403,Cuiabá,MT,35.82350458,26.59003544,1,2156.738718,80.81249541,31.64184147,25.71538654,21.34032869,2001,2001-01,PLANALTO
5107800,Santo Antônio de Leverger,MT,37.16090174,28.2509745,1,1976.607599,79.92533386,32.60091655,26.56796043,22.13815827,2001,2001-01,PLANÍCIE
5108402,Várzea Grande,MT,37.06572363,27.76255856,1,1802.317991,79.99903145,32.46398224,26.35456279,21.95852872,2001,2001-01,PLANALTO
5103007,Chapada dos Guimarães,MT,34.28276102,25.4504616,1,1860.622832,79.8901787,31.07040711,25.1407378,20.73538642,2001,2001-01,PLANALTO
5104906,Jangada,MT,36.61629561,27.29544967,1,1737.098104,80.04948861,32.14038781,26.14359068,21.9054818,2001,2001-01,PLANALTO
5105903,Nobres,MT,35.25580027,25.58334066,1,1571.433966,81.51514006,31.2170141,25.20205523,20.69522714,2001,2001-01,PLANALTO
5107701,Rosário Oeste,MT,35.69786387,26.2906389,1,1800.398284,80.76245375,31.55391044,25.59526357,21.33453477,2001,2001-01,PLANALTO
5106455,Planalto da Serra,MT,32.9602848,24.45334473,1,1714.82869,80.59545458,30.71702461,24.58274573,19.95278422,2001,2001-01,PLANALTO
5102678,Campo Verde,MT,31.41942722,23.12784247,1,2034.892288,81.87373286,29.50062199,23.64540263,19.47095973,2001,2001-01,PLANALTO
5106208,Nova Brasilândia,MT,33.48629752,24.8274149,1,1809.490204,80.22698565,30.80210458,24.77903808,20.05123283,2001,2001-01,PLANALTO
5100102,Acorizal,MT,36.58360962,27.24695731,1,1647.098239,79.76656753,31.93481758,26.10033267,21.84228114,2001,2001-01,PLANALTO
5106851,Porto Estrela,MT,36.55837184,26.3174856,1,2067.835885,84.15451456,32.25275296,25.61334242,21.31581253,2001,2001-01,PLANALTO
5101704,Barra do Bugres,MT,36.46182404,26.21737488,1,2359.382084,83.87841825,32.21117522,25.52568683,21.07904765,2001,2001-01,PLANALTO
5107958,Tangará da Serra,MT,33.89361121,24.14989728,1,2688.652346,83.709113,30.45911968,24.35233031,19.87713683,2001,2001-01,PLANALTO
5103452,Denise,MT,36.80657438,27.27992986,1,1842.661995,80.56436043,32.43763705,26.16108663,21.50676722,2001,2001-01,PLANALTO
5102637,Campo Novo do Parecis,MT,31.89606094,22.60271668,1,2816.159051,84.94728395,29.20531753,23.4279295,19.45593784,2001,2001-01,PLANALTO
5106232,Nova Olímpia,MT,37.12522997,26.8770158,1,2421.529911,82.69564958,32.353794,25.90697831,21.16868805,2001,2001-01,PLANALTO
5106000,Nortelândia,MT,35.09943693,25.35897915,1,1568.309846,82.14860299,31.07989787,25.09288008,20.69600009,2001,2001-01,PLANALTO
5103502,Diamantino,MT,34.21564971,24.56130479,1,1773.843186,83.06855502,30.55975941,24.63869865,20.35090218,2001,2001-01,PLANALTO
5100508,Alto Paraguai,MT,36.10674915,26.64288445,1,1690.636911,80.80746722,31.79064578,25.78563472,21.40445703,2001,2001-01,PLANALTO
5107263,Santo Afonso,MT,35.78130871,25.60259865,1,2179.123924,82.17213818,31.21502267,25.23188765,20.67837686,2001,2001-01,PLANALTO
5101308,Arenápolis,MT,36.548796,26.7190397,1,1561.235234,80.74052619,31.7821902,25.85456334,21.22271351,2001,2001-01,PLANALTO
5108857,Nova Marilândia,MT,34.40229978,24.53494217,1,2206.769117,83.26870507,30.43881057,24.63139539,20.2517154,2001,2001-01,PLANALTO
5102504,Cáceres,MT,38.23042967,28.42474924,1,2369.983527,81.61506818,33.27190461,26.64602263,21.79253146,2001,2001-01,PLANÍCIE
5103437,Curvelândia,MT,37.74329868,27.69989549,1,2256.046752,81.66962859,33.18438858,26.33527872,21.37182262,2001,2001-01,PLANÍCIE
5105234,Lambari D'Oeste,MT,37.60106913,27.13118565,1,2328.614842,83.12433215,32.98784814,26.04082217,21.25921802,2001,2001-01,PLANÍCIE
5107206,Rio Branco,MT,35.65913907,26.01206077,1,2384.502533,81.69956365,31.68412406,25.39048416,20.31313194,2001,2001-01,PLANALTO
5107750,Salto do Céu,MT,34.98388727,24.9859378,1,2817.929002,83.33150861,31.22638626,24.79699195,20.14456802,2001,2001-01,PLANALTO
5105507,Vila Bela da Santíssima Trindade,MT,35.33979274,25.7682663,1,2625.570664,82.69855443,31.8033587,25.28152041,19.5435438,2001,2001-01,PLANALTO
5106752,Pontes e Lacerda,MT,33.52544885,24.13820491,1,2723.980743,83.20705141,30.67378402,24.29624408,18.79843383,2001,2001-01,PLANALTO
5108352,Vale de São Domingos,MT,32.78720182,23.4022917,1,2117.620035,83.83091066,30.2032269,23.86431282,19.18350612,2001,2001-01,PLANALTO
5106828,Porto Esperidião,MT,36.3848629,27.13327589,1,1954.256189,78.74651186,32.80637148,26.08058029,20.53166778,2001,2001-01,PLANÍCIE
5105622,Mirassol d'Oeste,MT,37.31259335,27.51799356,1,2218.836002,80.56184693,32.87037448,26.24561226,21.31223863,2001,2001-01,PLANÍCIE
5107107,São José dos Quatro Marcos,MT,36.98788164,27.51777956,1,1803.296566,79.68677462,32.91060867,26.25985693,21.29946459,2001,2001-01,PLANALTO
5103957,Glória D'Oeste,MT,37.85368125,28.13363673,1,1981.655642,79.45724152,33.30813535,26.58809706,21.55209904,2001,2001-01,PLANÍCIE
5104500,Indiavaí,MT,35.30511404,25.99834027,1,1687.28835,80.84848891,31.91420927,25.3500581,20.65141605,2001,2001-01,PLANALTO
5105002,Jauru,MT,34.39599275,24.9275978,1,1732.037672,82.07525279,31.38292987,24.75712709,19.86600745,2001,2001-01,PLANALTO
5103809,Figueirópolis D'Oeste,MT,36.30355313,27.11361667,1,1278.250324,78.98932575,32.90416597,26.04785908,20.98792117,2001,2001-01,PLANALTO
5101258,Araputanga,MT,34.86945515,25.5529054,1,1988.298793,81.50042682,31.42617323,25.0942805,20.33332078,2001,2001-01,PLANALTO
5107156,Reserva do Cabaçal,MT,32.84749363,23.57538203,1,2333.782814,83.52551145,30.10000538,23.98197893,19.62748408,2001,2001-01,PLANALTO
5107768,Santa Rita do Trivelato,MT,32.8350368,24.13495468,1,1900.647536,82.72041054,30.34198254,24.40541246,20.09003201,2001,2001-01,PLANALTO
5107602,Rondonópolis,MT,35.37452737,26.46063225,1,1723.098127,80.20252902,31.73201097,25.71705346,21.19850923,2001,2001-01,PLANÍCIE
5104609,Itiquira,MT,34.37056022,25.76571566,1,1788.248007,80.31249373,31.04661806,25.19135,20.49941128,2001,2001-01,PLANÍCIE
5100607,Alto Taquari,MT,31.14514016,22.66812887,1,1583.335404,80.63074261,29.6176825,23.24140983,18.17501105,2001,2001-01,PLANALTO
5100300,Alto Araguaia,MT,33.29042338,24.06766726,1,1558.785342,80.76861015,30.82014732,24.26078301,18.97868455,2001,2001-01,PLANALTO
5100409,Alto Garças,MT,31.46481001,22.94653767,1,1925.477366,82.80836053,29.3860064,23.5588634,18.84243586,2001,2001-01,PLANALTO
5108105,Tesouro,MT,,,1,,,,,,2001,2001-01,PLANALTO
5106372,Pedra Preta,MT,34.01693059,25.38882284,1,1550.753948,80.25225944,30.94911727,25.07560309,20.28368474,2001,2001-01,PLANALTO
5107297,São José do Povo,MT,35.78239431,27.23232798,1,1264.284293,77.6249663,32.43591023,26.20359596,21.70497496,2001,2001-01,PLANALTO
5104203,Guiratinga,MT,33.54857894,24.97502001,1,1841.055804,80.95544838,30.71321645,24.82279914,20.10390635,2001,2001-01,PLANALTO
5107008,Poxoréu,MT,34.19290837,25.73876721,1,1883.531547,79.14674007,31.56778856,25.32941892,20.33394833,2001,2001-01,PLANALTO
5107040,Primavera do Leste,MT,32.59667682,24.37157617,1,1786.496854,79.83603444,30.58413086,24.49838917,19.94982075,2001,2001-01,PLANALTO
5107404,São Pedro da Cipa,MT,34.58978643,25.98098175,1,1721.698066,79.17580588,32.07137612,25.5123306,20.5889166,2001,2001-01,PLANALTO
5104807,Jaciara,MT,33.14497367,24.73791755,1,2374.981998,81.3060404,30.56011962,24.65663359,20.59387246,2001,2001-01,PLANALTO
5105200,Juscimeira,MT,34.76390122,26.09519577,1,2013.061035,80.28274742,31.76346954,25.51301981,21.04439513,2001,2001-01,PLANALTO
5103601,Dom Aquino,MT,33.75959996,25.16572047,1,1633.781624,79.5469189,31.30649801,24.98855008,20.19930056,2001,2001-01,PLANALTO
5008008,Terenos,MS,38.2520195,27.58699072,2,1427.370868,80.83429738,33.21750424,26.23205261,22.05911918,2001,2001-02,PLANALTO
5003488,Dois Irmãos do Buriti,MS,38.260571,27.28600168,2,1718.572189,84.46123238,33.06033512,26.03272443,21.77301529,2001,2001-02,PLANALTO
5003108,Corguinho,MS,37.76404996,27.12615105,2,1701.35723,81.89389951,32.91923869,26.004636,21.50846656,2001,2001-02,PLANALTO
5007307,Rio Negro,MS,37.75250153,26.95802464,2,1721.149205,82.19732012,33.00561034,25.90137265,20.96251276,2001,2001-02,PLANALTO
5007695,São Gabriel do Oeste,MS,36.12956248,25.96017455,2,1563.892134,80.83164259,32.5455376,25.41077431,20.64488619,2001,2001-02,PLANALTO
5001508,Bandeirantes,MS,35.8796222,25.9201453,2,1523.048707,81.12985927,32.21849619,25.37784765,20.92554473,2001,2001-02,PLANALTO
5007901,Sidrolândia,MS,37.10369976,26.48799302,2,1320.222238,82.69837135,32.74192677,25.66623976,21.4465137,2001,2001-02,PLANALTO
5007109,Ribas do Rio Pardo,MS,,,2,,,,,,2001,2001-02,PLANALTO
5002605,Camapuã,MS,36.43680022,26.56391454,2,1372.210244,78.81757555,33.00881278,25.83437691,20.88319573,2001,2001-02,PLANALTO
5004908,Jaraguari,MS,36.18217187,26.44882751,2,1186.751911,79.61209784,32.45724397,25.66413237,21.55608328,2001,2001-02,PLANALTO
5007505,Rochedo,MS,37.90768682,27.80907938,2,1181.982587,78.31696493,33.50109342,26.43872735,22.07202203,2001,2001-02,PLANALTO
5002704,Campo Grande,MS,37.10240722,26.87096628,2,1353.350488,80.34624995,32.68810607,25.8572144,21.82022166,2001,2001-02,PLANALTO
5007406,Rio Verde de Mato Grosso,MS,38.61947429,28.54061618,2,1505.578206,79.65163785,33.86931002,26.73659979,21.9106905,2001,2001-02,PLANÍCIE
5007935,Sonora,MS,36.54617311,26.420387,2,1985.533858,80.67956742,32.67379412,25.59374576,20.96551171,2001,2001-02,PLANÍCIE
5003306,Coxim,MS,38.73341888,28.51382265,2,1964.704683,79.80808008,33.87237204,26.75290331,21.88985545,2001,2001-02,PLANÍCIE
5003256,Costa Rica,MS,33.81877286,24.11237076,2,1855.630004,80.95570423,31.15704273,24.29394817,19.50524157,2001,2001-02,PLANALTO
5003900,Figueirão,MS,37.48592343,26.95017687,2,1675.594599,78.83400642,33.41828324,26.03181808,21.08260716,2001,2001-02,PLANALTO
5006408,Pedro Gomes,MS,37.99286595,27.42637242,2,1731.318915,80.48924434,33.55118834,26.20062909,21.4505777,2001,2001-02,PLANALTO
5000252,Alcinópolis,MS,37.04101808,26.60657928,2,1910.62335,79.63493847,33.22605091,25.82428128,20.71970771,2001,2001-02,PLANALTO
5005400,Maracaju,MS,36.30338351,25.38818605,2,1688.346706,84.23291967,31.9415007,25.05832521,21.02977101,2001,2001-02,PLANALTO
5006606,Ponta Porã,MS,36.01150717,24.3434585,2,2008.08668,85.48861677,31.96261092,24.53027097,20.80202114,2001,2001-02,PLANALTO
5000906,Antônio João,MS,37.77415813,25.53648356,2,2084.997427,84.69515812,33.3641011,25.19342909,21.32475533,2001,2001-02,PLANALTO
5003207,Corumbá,MS,40.77977275,30.44845842,2,2276.475525,79.58584836,35.68572142,27.66200502,22.70752891,2001,2001-02,PLANÍCIE
5005202,Ladário,MS,39.663124,29.12481804,2,2548.458884,80.95993708,35.22236323,27.07263058,21.98985807,2001,2001-02,PLANÍCIE
5006903,Porto Murtinho,MS,40.82326744,29.27933955,2,2304.535002,79.73678439,36.09267887,27.17695862,22.20524963,2001,2001-02,PLANÍCIE
5002803,Caracol,MS,40.18440704,28.36143663,2,1995.925447,80.44748988,35.5871085,26.68842072,22.2676921,2001,2001-02,PLANALTO
5002209,Bonito,MS,38.60205088,26.41313572,2,1876.664646,85.50718198,33.50531944,25.63679165,21.2715022,2001,2001-02,PLANALTO
5005806,Nioaque,MS,38.99754993,27.37232171,2,1784.926318,84.2565302,33.54672662,26.08161454,21.77665873,2001,2001-02,PLANALTO
5005004,Jardim,MS,38.75708463,26.61774988,2,1726.042102,84.00753952,33.76923213,25.73322945,21.51928461,2001,2001-02,PLANALTO
5004106,Guia Lopes da Laguna,MS,38.71497869,26.55494237,2,1742.621425,84.39426922,33.68464911,25.69122193,21.64861822,2001,2001-02,PLANALTO
5002100,Bela Vista,MS,39.55669113,27.58585328,2,1822.916176,82.21568991,34.3941173,26.21914898,22.04661999,2001,2001-02,PLANALTO
5001102,Aquidauana,MS,40.2831917,29.57717347,2,1989.98799,81.93398106,34.43328613,27.12300822,22.57111744,2001,2001-02,PLANÍCIE
5005608,Miranda,MS,40.88518102,28.51301521,2,2400.421421,85.50651022,34.87305196,26.62309081,22.06341289,2001,2001-02,PLANÍCIE
5000708,Anastácio,MS,39.21042071,28.10212642,2,2020.731403,83.72454844,33.53346072,26.41598961,22.02688694,2001,2001-02,PLANALTO
5002159,Bodoquena,MS,39.45717257,26.62837504,2,2326.772995,87.12855893,34.22121536,25.76663844,21.3931494,2001,2001-02,PLANÍCIE
5106505,Poconé,MT,40.20625503,30.08277952,2,2198.593537,81.42572641,34.67353464,27.38585744,22.73272681,2001,2001-02,PLANÍCIE
5106109,Nossa Senhora do Livramento,MT,38.87012508,29.12916256,2,1386.771108,78.52134792,33.94495272,27.06366648,22.46537645,2001,2001-02,PLANÍCIE
5101605,Barão de Melgaço,MT,40.56845065,30.1298249,2,1932.776732,80.26260313,35.1977621,27.45800069,22.80840963,2001,2001-02,PLANÍCIE
5103403,Cuiabá,MT,37.6430612,27.65022148,2,1617.241369,79.39340432,33.07724434,26.31617736,21.63043393,2001,2001-02,PLANALTO
5107800,Santo Antônio de Leverger,MT,39.45971446,29.30460105,2,1614.161282,78.9397344,34.37310264,27.14323063,22.59641848,2001,2001-02,PLANÍCIE
5108402,Várzea Grande,MT,39.00980007,29.28736778,2,1312.336545,76.14918465,34.19291952,27.28170975,22.43705129,2001,2001-02,PLANALTO
5103007,Chapada dos Guimarães,MT,35.64679806,26.09326053,2,1265.700389,79.89446717,31.92162206,25.50988244,20.75947813,2001,2001-02,PLANALTO
5104906,Jangada,MT,38.64136701,28.64252436,2,1111.807981,77.42555389,33.71014271,26.92174605,22.01359128,2001,2001-02,PLANALTO
5105903,Nobres,MT,36.34121078,26.06217289,2,1400.95758,82.07390534,32.28382421,25.48299454,20.6621986,2001,2001-02,PLANALTO
5107701,Rosário Oeste,MT,37.26271769,27.10682907,2,1349.18924,80.44140858,32.89156957,26.03873238,21.22807887,2001,2001-02,PLANALTO
5106455,Planalto da Serra,MT,34.95086739,25.1925638,2,1228.655325,80.651197,31.42936417,25.01626383,20.32525772,2001,2001-02,PLANALTO
5102678,Campo Verde,MT,32.57204274,23.66904294,2,1834.629306,81.86630934,30.03533875,24.03808877,19.53505267,2001,2001-02,PLANALTO
5106208,Nova Brasilândia,MT,35.17654897,25.42850581,2,1306.926841,80.47999546,31.62227899,25.14798261,20.319365,2001,2001-02,PLANALTO
5100102,Acorizal,MT,38.45565924,28.25041391,2,1353.511909,78.4798021,33.60794763,26.66648715,21.81006702,2001,2001-02,PLANALTO
5106851,Porto Estrela,MT,38.58629451,27.90347316,2,1355.24977,82.40981122,33.63952105,26.41192022,21.85152724,2001,2001-02,PLANALTO
5101704,Barra do Bugres,MT,38.53626622,27.51587279,2,1446.955432,82.10950966,33.4849097,26.21585529,21.24651705,2001,2001-02,PLANALTO
5107958,Tangará da Serra,MT,34.91404497,25.10512294,2,1350.540828,82.42777395,31.65888087,24.90967488,19.98231975,2001,2001-02,PLANALTO
5103452,Denise,MT,38.34584581,28.44732595,2,1541.204232,79.14878854,34.1660749,26.77400476,21.73957002,2001,2001-02,PLANALTO
5102637,Campo Novo do Parecis,MT,32.56016406,23.58120012,2,1299.052681,83.32239177,30.01325454,24.0083698,19.35977093,2001,2001-02,PLANALTO
5106232,Nova Olímpia,MT,38.88443931,28.20548265,2,1567.899641,81.10315366,33.99136397,26.59821465,21.27607584,2001,2001-02,PLANALTO
5106000,Nortelândia,MT,35.79600994,26.00907517,2,1589.180766,82.0157142,32.64208256,25.47555105,20.93724221,2001,2001-02,PLANALTO
5103502,Diamantino,MT,35.10302299,25.16026969,2,1593.947791,83.22508081,31.97686963,25.00227807,20.58616485,2001,2001-02,PLANALTO
5100508,Alto Paraguai,MT,37.51506063,27.51371496,2,1496.740203,80.04638815,33.3488862,26.2632011,21.55862025,2001,2001-02,PLANALTO
5107263,Santo Afonso,MT,36.57183509,26.76124231,2,1307.636656,80.83210098,32.71254141,25.85966362,20.85709041,2001,2001-02,PLANALTO
5101308,Arenápolis,MT,37.29844785,27.65484825,2,1505.775324,79.81141511,33.74516114,26.35926324,21.41865659,2001,2001-02,PLANALTO
5108857,Nova Marilândia,MT,35.15155438,25.57913508,2,1358.995315,82.10738467,31.96001125,25.20935968,20.44073054,2001,2001-02,PLANALTO
5102504,Cáceres,MT,39.78399407,29.76662295,2,1901.079328,79.84916511,34.70490864,27.34903533,22.64380568,2001,2001-02,PLANÍCIE
5103437,Curvelândia,MT,39.02532012,29.01942588,2,1393.717953,79.76151382,34.50228427,27.03497109,22.51666648,2001,2001-02,PLANÍCIE
5105234,Lambari D'Oeste,MT,38.9268534,28.47520431,2,1523.949124,81.19341764,34.20393897,26.75435591,21.86786001,2001,2001-02,PLANÍCIE
5107206,Rio Branco,MT,36.97407517,26.77002265,2,1838.005223,81.46953328,32.87713549,25.82456381,21.05701731,2001,2001-02,PLANALTO
5107750,Salto do Céu,MT,35.98771729,25.88303099,2,1617.989868,82.39332618,32.29345177,25.32630965,20.39770101,2001,2001-02,PLANALTO
5105507,Vila Bela da Santíssima Trindade,MT,37.22463965,26.28762467,2,2329.817041,83.40553201,33.39483029,25.62422788,20.2371086,2001,2001-02,PLANALTO
5106752,Pontes e Lacerda,MT,34.95416771,24.54024781,2,2131.841364,83.67869225,31.61311948,24.60744823,19.27308421,2001,2001-02,PLANALTO
5108352,Vale de São Domingos,MT,34.08080184,23.81231365,2,1589.938908,83.85074511,31.23077859,24.16802399,19.54950208,2001,2001-02,PLANALTO
5106828,Porto Esperidião,MT,37.87806463,27.77641146,2,1544.963963,78.46178797,33.89305324,26.49030891,21.25482936,2001,2001-02,PLANÍCIE
5105622,Mirassol d'Oeste,MT,38.43452868,28.58235155,2,1399.754896,79.04545355,34.11118707,26.83719326,22.35612262,2001,2001-02,PLANÍCIE
5107107,São José dos Quatro Marcos,MT,38.38910269,28.35358594,2,1434.99517,78.4761844,34.14338234,26.76276219,21.95195147,2001,2001-02,PLANALTO
5103957,Glória D'Oeste,MT,39.11698171,29.10145179,2,1427.782512,77.52105224,34.64406287,27.18555336,22.32555595,2001,2001-02,PLANÍCIE
5104500,Indiavaí,MT,36.58504948,26.57738202,2,1600.568554,80.52781934,32.84093473,25.70317823,20.77622855,2001,2001-02,PLANALTO
5105002,Jauru,MT,35.54668839,25.40346967,2,1371.629725,81.93160112,32.20017858,25.08880116,20.25552031,2001,2001-02,PLANALTO
5103809,Figueirópolis D'Oeste,MT,37.74342462,27.75292209,2,1232.418643,78.10175055,33.81039388,26.46846009,21.2297641,2001,2001-02,PLANALTO
5101258,Araputanga,MT,36.20115731,26.16743029,2,1769.543358,81.35691904,32.52650122,25.46167051,20.66203169,2001,2001-02,PLANALTO
5107156,Reserva do Cabaçal,MT,34.06868769,24.17078712,2,1771.334407,83.24299666,31.17652599,24.36385744,19.31246835,2001,2001-02,PLANALTO
5107768,Santa Rita do Trivelato,MT,34.77489259,24.93183697,2,1640.517703,82.27492195,31.59450358,24.86270169,20.00054351,2001,2001-02,PLANALTO
5107602,Rondonópolis,MT,37.41344771,27.30622928,2,1307.368584,79.64567455,33.4286563,26.19350409,21.38216774,2001,2001-02,PLANÍCIE
5104609,Itiquira,MT,36.5350639,26.57761806,2,1588.01429,80.10228365,32.7321347,25.68026266,21.02039301,2001,2001-02,PLANÍCIE
5100607,Alto Taquari,MT,32.51530669,23.25138615,2,1721.183896,80.73185804,30.53609947,23.75033024,18.89748524,2001,2001-02,PLANALTO
5100300,Alto Araguaia,MT,35.09559168,24.82791935,2,1669.268358,80.86109739,31.69074589,24.78426031,19.43010518,2001,2001-02,PLANALTO
5100409,Alto Garças,MT,33.73298303,23.99689284,2,1191.605075,80.80435292,30.63612521,24.2552282,19.29897997,2001,2001-02,PLANALTO
5108105,Tesouro,MT,,,2,,,,,,2001,2001-02,PLANALTO
5106372,Pedra Preta,MT,36.41375481,26.47526026,2,1113.555894,78.00096726,33.03806465,25.77702196,20.73447535,2001,2001-02,PLANALTO
5107297,São José do Povo,MT,37.94941272,28.2061382,2,945.2031559,75.62755585,34.73845582,26.84972504,21.48682251,2001,2001-02,PLANALTO
5104203,Guiratinga,MT,35.97364676,25.92132392,2,1140.879154,79.46158562,31.97977824,25.43870703,20.32156647,2001,2001-02,PLANALTO
5107008,Poxoréu,MT,36.28010697,26.31056505,2,1368.1325,79.0345697,32.57159241,25.71649036,20.53831531,2001,2001-02,PLANALTO
5107040,Primavera do Leste,MT,34.74875968,25.0080323,2,959.2727383,79.19381856,31.83854753,24.93145013,19.73032771,2001,2001-02,PLANALTO
5107404,São Pedro da Cipa,MT,36.66680791,26.65986619,2,1335.736551,79.03794253,32.90454843,25.92425214,21.06441577,2001,2001-02,PLANALTO
5104807,Jaciara,MT,35.02720655,25.44153461,2,2230.273117,81.04864171,31.57537371,25.09647638,20.71246518,2001,2001-02,PLANALTO
5105200,Juscimeira,MT,36.76434226,26.77258607,2,1599.200182,80.23924179,32.96147978,25.91247858,21.2911607,2001,2001-02,PLANALTO
5103601,Dom Aquino,MT,35.65724693,25.78356047,2,1194.756119,79.32693141,32.45831155,25.40172401,20.53666845,2001,2001-02,PLANALTO
